Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
DST,Jaguars  (40797694),Jaguars ,40797694,DST,2900,IND@JAX 11/21/2025 08:00PM ET,JAX,3.71
DST,Panthers  (40797695),Panthers ,40797695,DST,2800,CAR@KC 11/21/2025 06:00PM ET,CAR,2.18
TE,Noah Gray (40797666),Noah Gray,40797666,TE/FLEX,2600,CAR@KC 11/21/2025 06:00PM ET,KC,2.92
TE,Luke Musgrave (40797672),Luke Musgrave,40797672,TE/FLEX,2500,WAS@GB 11/21/2025 10:00PM ET,GB,1.54
TE,John Bates (40797676),John Bates,40797676,TE/FLEX,2500,WAS@GB 11/21/2025 10:00PM ET,WAS,0.49
TE,Ben Sinnott (40797678),Ben Sinnott,40797678,TE/FLEX,2500,WAS@GB 11/21/2025 10:00PM ET,WAS,0.11
TE,John FitzPatrick (40797688),John FitzPatrick,40797688,TE/FLEX,2500,WAS@GB 11/21/2025 10:00PM ET,GB,0.2
TE,Mo Alie-Cox (40797670),Mo Alie-Cox,40797670,TE/FLEX,2500,IND@JAX 11/21/2025 08:00PM ET,IND,0.14
TE,Johnny Mundt (40797674),Johnny Mundt,40797674,TE/FLEX,2500,IND@JAX 11/21/2025 08:00PM ET,JAX,1.58
TE,Drew Ogletree (40797682),Drew Ogletree,40797682,TE/FLEX,2500,IND@JAX 11/21/2025 08:00PM ET,IND,0
TE,Hunter Long (40797686),Hunter Long,40797686,TE/FLEX,2500,IND@JAX 11/21/2025 08:00PM ET,JAX,1.24
TE,Tommy Tremble (40797668),Tommy Tremble,40797668,TE/FLEX,2500,CAR@KC 11/21/2025 06:00PM ET,CAR,2.72
TE,Jared Wiley (40797680),Jared Wiley,40797680,TE/FLEX,2500,CAR@KC 11/21/2025 06:00PM ET,KC,0.86
TE,James Mitchell (40797684),James Mitchell,40797684,TE/FLEX,2500,CAR@KC 11/21/2025 06:00PM ET,CAR,0
